Designator,Val,Package,Mid X,Mid Y,Rotation,Layer
R3,2.2K,R0603,187.21485,-111.2261,270,top
R4,2.2K,R0603,187.34185,-115.1631,90,top
R5,3.3K,R0603,183.78585,-109.5751,270,top
R6,3.3K,R0603,183.78585,-113.3851,270,top
R7,3.3K,R0603,183.78585,-102.0186,270,top
R8,100R,R0805,93.29835,-106.9716,0,top
R9,100R,R0805,91.32985,-106.9716,0,top
R10,100R,R0805,97.23535,-106.9716,0,top
R11,100R,R0805,95.26685,-106.9716,0,top
R12,100R,R0805,82.50335,-106.9716,0,top
R13,100R,R0805,80.53485,-106.9716,0,top
R14,100R,R0805,86.44035,-106.9716,0,top
R15,100R,R0805,84.47185,-106.9716,0,top
R18,10K,R0603,222.01285,-101.5106,0,top
R19,10K,R0603,223.53685,-101.5106,0,top
R20,10K,R0603,225.06085,-101.5106,0,top
R21,10K,R0603,226.58485,-101.5106,0,top
R22,10K,R0603,139.84385,-107.8606,90,top
R23,330R,R0402,159.27485,-121.0051,270,top
R24,330R,R0402,162.76735,-121.0051,270,top
R25,330R,R0402,166.25985,-121.0051,270,top
R26,2.2K,R0603,187.27835,-118.7826,270,top
R27,2.2K,R0603,187.40535,-122.7196,90,top
R28,3.3K,R0603,183.84935,-117.1316,270,top
R29,3.3K,R0603,183.84935,-120.9416,270,top
R30,330R,R0402,169.75235,-121.0051,270,top
R31,330R,R0402,173.24485,-121.0051,270,top
R32,2.2K,R0603,136.3091,-71.6661,45,top
R33,12K,R0402,103.01385,-88.0486,180,top
R35,5.6K,R0603,218.07585,-104.5586,180,top
R36,5.6K,R0603,216.55185,-104.5586,180,top
R37,5.6K,R0603,215.02785,-104.5586,180,top
R38,5.6K,R0603,213.50385,-104.5586,180,top
R40,10K,R0603,124.03235,-102.3361,180,top
R41,120R,R0603,120.73035,-104.2411,90,top
R44,2.2K,R0603,187.21485,-107.4796,270,top
R45,3.3K,R0603,183.91285,-105.8286,270,top
R46,12K,R0402,104.47435,-97.9546,0,top
R48,10K,R0805,169.94285,-111.0991,0,top
R49,10K,R0805,167.65685,-111.0991,0,top
R50,10K,R0805,170.95885,-99.4151,270,top
R51,100K,R0402,107.64935,-90.7156,270,top
R53,10K,R0603,213.50385,-101.5106,0,top
R54,10K,R0603,215.02785,-101.5106,0,top
R55,10K,R0603,216.55185,-101.5106,0,top
R56,10K,R0603,218.07585,-101.5106,0,top
R57,5.6K,R0603,209.56685,-104.5586,180,top
R58,5.6K,R0603,208.04285,-104.5586,180,top
R59,5.6K,R0603,206.51885,-104.5586,180,top
R60,5.6K,R0603,204.99485,-104.5586,180,top
R61,100K,R0402,107.64935,-95.0336,270,top
R62,100K,R0402,99.58485,-87.1596,270,top
R63,100K,R0402,101.29935,-98.9071,270,top
R64,22K,R0402,107.64935,-91.8586,90,top
R65,10K,R0603,204.99485,-101.5106,0,top
R66,470K,R0603,145.74266,-114.33556,0,top
R67,10K,R0603,206.51885,-101.5106,0,top
R68,5.6K,R0603,226.58485,-104.5586,180,top
R69,5.6K,R0603,225.06085,-104.5586,180,top
R70,5.6K,R0603,223.53685,-104.5586,180,top
R71,5.6K,R0603,222.01285,-104.5586,180,top
R76,10K,R0805,178.96332,-111.03356,0,top
R77,10K,R0805,176.92785,-111.0356,0,top
R78,10K,R0603,208.04285,-101.5106,0,top
R79,10K,R0603,209.56685,-101.5106,0,top
R81,22K,R0402,107.64935,-92.8746,270,top
R82,33K,R0402,99.58485,-88.2391,270,top
R83,33K,R0402,101.29935,-97.8276,270,top
R84,10K,R0402,122.4026,-110.7948,0,top
R85,10K,R0402,124.4092,-110.7948,0,top
R86,15K,R0402,123.4059,-110.7948,0,top
R87,15K,R0402,121.412,-110.8075,0,top
R88,10K,R0603,185.96009,-73.06514,0,top
R89,1R,R0603,185.32509,-87.73364,0,top
R90,12K,R0402,180.68959,-72.36664,90,top
R91,68K,R0603,175.67309,-73.38264,270,top
R93,470K,R0402,107.64935,-89.6361,270,top
R94,470K,R0402,107.64935,-96.1131,270,top
R95,2.2K,R0603,132.80136,-71.02348,270,top
R96,10K,R0603,155.532862,-87.075404,135,top
R97,10K,R0603,128.160625,-102.336872,135,top
R98,10K,R0603,155.78235,-77.3171,90,top
R99,82k,R0603,155.78235,-78.8411,90,top
R100,100K,R0402,115.77735,-74.2691,90,top
R101,10K,R0603,143.354403,-100.832022,45,top
R102,10K,R0603,144.353671,-99.76925,45,top
R103,330R,R0402,99.20385,-113.0041,0,top
R104,330R,R0402,100.34685,-113.0041,0,top
R105,330R,R0402,101.61685,-113.0041,0,top
R106,330R,R0402,102.82335,-113.0041,0,top
R107,330R,R0402,104.02985,-113.0041,0,top
R108,330R,R0402,105.23635,-113.0041,0,top
R109,330R,R0402,106.44285,-113.0041,0,top
R110,330R,R0402,107.64935,-113.0041,0,top
R111,330R,R0402,112.26707,-113.03458,0,top
R112,330R,R0402,113.47357,-113.03458,0,top
R113,330R,R0402,114.68007,-113.03458,0,top
R114,330R,R0402,115.88657,-113.03458,0,top
R115,330R,R0402,117.10831,-113.04982,0,top
R116,330R,R0402,118.31481,-113.04982,0,top
R117,330R,R0402,101.87085,-105.3841,0,top
R118,330R,R0402,110.31635,-105.3841,0,top
R119,330R,R0402,109.10985,-105.3841,0,top
R120,330R,R0402,107.90335,-105.3841,0,top
R121,330R,R0402,106.69685,-105.3841,0,top
R122,330R,R0402,105.49035,-105.3841,0,top
R123,330R,R0402,104.28385,-105.3841,0,top
R124,330R,R0402,103.07735,-105.3841,0,top
R125,330R,R0402,72.47035,-131.2921,270,top
R126,330R,R0402,72.59735,-122.1481,270,top
R127,330R,R0402,72.53385,-113.0041,270,top
R128,330R,R0402,72.66085,-103.4791,270,top
R129,150R,R0603,126.9238,-111.2266,0,top
R130,4.7K,R0805,118.6688,-122.0597,180,top
R131,4.7K,R0805,125.9586,-124.8537,90,top
R132,330R,R0402,216.7255,-88.8238,90,top
R135,330R,R0402,206.2226,-88.8492,90,top
R136,120R,R0603,122.76328,-79.60868,90,top
R137,10K,R0603,125.94336,-76.22032,0,top
R143,5.6K,R0603,200.90384,-104.55148,180,top
R144,5.6K,R0603,199.41032,-104.55148,180,top
R145,5.6K,R0603,197.91934,-104.55148,180,top
R146,5.6K,R0603,196.4182,-104.55148,180,top
R147,10K,R0603,196.4182,-101.48824,0,top
R148,10K,R0603,197.91934,-101.48824,0,top
R149,10K,R0603,199.41032,-101.48824,0,top
R150,10K,R0603,200.90384,-101.48824,0,top
R1020,330R,R0805,69.10485,-122.1481,90,top
R1021,330R,R0805,69.10485,-131.2921,270,top
R1022,330R,R0805,69.10485,-103.8601,90,top
R1023,330r,R0805,69.10485,-113.0041,90,top
RN1,1K,0603-ARC,96.85435,-114.2106,0,top
RN2,1K,0603-ARC,96.85435,-111.4166,180,top
RN3,1K,0603-ARC,109.93535,-114.2741,0,top
RN4,1K,0603-ARC,109.93535,-111.8,180,top
RN5,1K,0603-ARC,87.45635,-114.8456,0,top
RN6,1K,0603-ARC,87.45635,-112.4326,180,top
RN7,1K,0603-ARC,94.56835,-97.5101,180,top
RN8,1K,0603-ARC,83.77936,-97.52076,180,top
RN9,10K,0603-ARC,197.46468,-124.33554,180,top
RN11,10K,0603-ARC,223.34635,-124.7516,180,top
RN13,10K,0603-ARC,214.89416,-124.7516,180,top
RN14,10K,0603-ARC,206.32835,-124.7516,180,top
S1,JS202011SCQN,SW_JS202011SCQN,158.83035,-101.1296,90,top
S3,JS202011SCQN,SW_JS202011SCQN,158.76685,-111.1626,90,top
SW1,SPST_TACT-KMR2,KMR2,159.683703,-91.511375,45,top
SW2,SPST_TACT-KMR2,KMR2,129.36954,-104.502804,225,top
TP1,TEST-POINT3X5,PAD.03X.05,164.8968,-93.5101,0,top
TP2,TEST-POINT3X5,PAD.03X.05,147.78535,-74.6786,0,top
TP3,TEST-POINT3X5,PAD.03X.05,170.1038,-83.1723,0,top
U$1,MCP6002-E_SN,SOIC127P599X175-8N,93.23485,-91.4776,270,top
U1,HC-05,XCVR_HC-05,214.43535,-79.7536,270,top
U2,VNS3NV04DP-E,SOIC127P600X175-8N,96.60035,-119.9891,270,top
U3,VNS3NV04DP-E,SOIC127P600X175-8N,102.69635,-119.9891,270,top
U4,MCP6004-E_SL,SOIC127P600X175-14N,198.68388,-110.77448,180,top
U5,VNLD5090TR-E,SOIC-8_3.9x4.9mm_P1.27mm,114.935,-119.98452,270,top
U6,VNLD5090TR-E,SOIC-8_3.9x4.9mm_P1.27mm,108.9406,-119.97944,270,top
U7,VNS3NV04DP-E,SOIC127P600X175-8N,90.50435,-119.9891,270,top
U8,VNS3NV04DP-E,SOIC127P600X175-8N,84.40835,-119.9891,270,top
U9,LPS25HBTR,PQFN60P250X250X80-10N,144.975909,-71.938194,270,top
U10,TLE9201SG,SOP100P1030X260-13N,139.71685,-117.6396,90,top
U11,MIC4427,MSOP-8_3x3mm_P0.65mm,92.60078,-102.00386,270,top
U12,74HC2G17,SOP65P210X110-6N,178.64235,-119.1636,180,top
U13,MIC4427,MSOP-8_3x3mm_P0.65mm,96.4819,-102.00386,270,top
U14,MIC4427,MSOP-8_3x3mm_P0.65mm,81.80578,-102.01656,270,top
U15,MIC4427,MSOP-8_3x3mm_P0.65mm,85.75802,-102.00894,270,top
U16,REF3033AIDBZR,SOT95P237X112-3N,155.06525,-94.189504,315,top
U17,MCP6004-E_SL,SOIC127P600X175-14N,215.72635,-110.7816,180,top
U18,74HC2G17,SOP65P210X110-6N,178.64235,-116.3696,180,top
U19,MAX9926UAEE+,SOP63P602X175-16N,173.43535,-104.8126,270,top
U20,STM32F407ZGT6,STMICROELECTRONICS_STM32F429ZGT6_2,136.68235,-87.5246,135,top
U21,TLE4251DATMA1,TO114P998X235-5,178.27659,-94.46464,270,top
U22,MCP6004-E_SL,SOIC127P600X175-14N,224.23535,-110.7816,180,top
U23,LMR14020SDDAR,VREG_LM5017MR_NOPB,181.00709,-76.11314,180,top
U25,MCP6004-E_SL,SOIC127P600X175-14N,101.74385,-93.0016,270,top
U26,MPXAZ6115A,Freescale_98ARH99066A,149.22246,-120.27916,270,top
U27,VD230,SO08,120.53985,-99.5421,180,top
U28,MCP6004-E_SL,SOIC127P600X175-14N,207.34435,-110.7816,180,top
U29,AMS1117-3.3,SOT229P700X180-4N,159.27485,-83.2861,90,top
U30,VD230,SO08,122.72772,-74.76744,180,top
U31,74HC2G17,SOP65P210X110-6N,178.64235,-121.9576,180,top
U32,ISL9V3040D3STV,TO229P990X238-4N,73.23235,-126.7201,0,top
U33,ISL9V3040D3STV,TO229P990X238-4N,73.23235,-135.8641,0,top
U34,ISL9V3040D3STV,TO229P990X238-4N,73.23235,-108.4321,0,top
U35,ISL9V3040D3STV,TO229P990X238-4N,73.23235,-117.5761,0,top
Y1,CRYSTAL_NX5032GA,CRYSTAL_2-SMD-5X3,148.967931,-96.918682,225,top
